Q2 1995,39,-0.09,148598000.00,-0.398558869
Q3 1995,39,0.00,182814100.00,0.230259492
Q4 1995,54,0.38,252963700.00,0.383720949
Q1 1996,65,0.20,314862200.00,0.244693211
Q2 1996,60,-0.08,344454600.00,0.093985242
Q3 1996,42,-0.30,141993500.00,-0.587772961
Q4 1996,67,0.60,387160100.00,1.726604387
Q1 1997,52,-0.22,267463700.00,-0.309165123
Q2 1997,61,0.17,326653300.00,0.221299563
Q3 1997,54,-0.11,265483800.00,-0.187261234
Q4 1997,77,0.43,504273500.00,0.899451115
Q1 1998,76,-0.01,385590000.00,-0.235355417
Q2 1998,50,-0.34,297524200.00,-0.228392334
Q3 1998,71,0.42,372677400.00,0.252595251
Q4 1998,78,0.10,491267100.00,0.318210066
Q1 1999,60,-0.23,498619100.00,0.014965382
Q2 1999,75,0.25,472817200.00,-0.051746714
Q3 1999,53,-0.29,368297600.00,-0.221057102
Q4 1999,79,0.49,766751100.00,1.081879165
Q1 2000,93,0.18,1059364500.00,0.381627623
Q2 2000,84,-0.10,734223400.00,-0.306920895
Q3 2000,91,0.08,1380769400.00,0.880584847
Q4 2000,93,0.02,1115947600.00,-0.191792924
Q1 2001,76,-0.18,751005400.00,-0.327024495
Q2 2001,90,0.18,982863900.00,0.308730803
Q3 2001,82,-0.09,818184800.00,-0.167550258
Q4 2001,98,0.20,996117400.00,0.217472385
Q1 2002,99,0.01,1118613400.00,0.122973457
Q2 2002,99,0.00,1062070800.00,-0.050547043
Q3 2002,56,-0.43,446003600.00,-0.580062271
Q4 2002,80,0.43,706141600.00,0.58326435
Q1 2003,73,-0.09,644060000.00,-0.087916644
Q2 2003,86,0.18,758240100.00,0.177281775
Q3 2003,90,0.05,1087285400.00,0.433959243
Q4 2003,119,0.32,1261577000.00,0.16029977
Q1 2004,91,-0.24,1074388100.00,-0.148376912
Q2 2004,106,0.16,1100093200.00,0.023925339
Q3 2004,89,-0.16,892491700.00,-0.188712647
Q4 2004,118,0.33,1323865000.00,0.483335923
Q1 2005,89,-0.25,785147100.00,-0.406928123
Q2 2005,113,0.27,1168087000.00,0.487730134
Q3 2005,105,-0.07,1042191300.00,-0.107779386
Q4 2005,114,0.09,1031496200.00,-0.010262128
Q1 2006,103,-0.10,981049900.00,-0.048905948
Q2 2006,142,0.38,1507067200.00,0.536177925
Q3 2006,110,-0.23,1168997300.00,-0.224323043
Q4 2006,143,0.30,1389099500.00,0.188282899
Q1 2007,118,-0.17,1650817600.00,0.188408462
Q2 2007,153,0.30,1508431900.00,-0.086251625
Q3 2007,122,-0.20,1294132700.00,-0.142067534
Q4 2007,151,0.24,1536645100.00,0.187393766
Q1 2008,136,-0.10,1252068700.00,-0.185193315
Q2 2008,139,0.02,1259862900.00,0.006225058
Q3 2008,140,0.01,1472105800.00,0.168465077
Q4 2008,137,-0.02,1207216900.00,-0.179938765
Q1 2009,97,-0.29,747872700.00,-0.380498484
Q2 2009,108,0.11,906041600.00,0.211491742
Q3 2009,127,0.18,993507600.00,0.096536406
Q4 2009,134,0.06,1269728500.00,0.278025956
Q1 2010,122,-0.09,915132300.00,-0.279269308
Q2 2010,160,0.31,1335554600.00,0.459411497
Q3 2010,111,-0.31,872796600.00,-0.346491263
Q4 2010,115,0.04,843813500.00,-0.033207164
Q1 2011,105,-0.09,795703500.00,-0.057014968
Q2 2011,136,0.30,1487200900.00,0.869039033
Q3 2011,110,-0.19,1169491900.00,-0.213628838
Q4 2011,125,0.14,1273363000.00,0.088817289
Q1 2012,121,-0.03,899259400.00,-0.293791794
Q2 2012,103,-0.15,780818000.00,-0.131709938
Q3 2012,122,0.18,1225324600.00,0.569283239
Q4 2012,144,0.18,1374567700.00,0.121798828
Q1 2013,103,-0.28,887578500.00,-0.354285351
Q2 2013,120,0.17,1449957000.00,0.633609872
Q3 2013,129,0.08,916913100.00,-0.367627385
Q4 2013,144,0.12,1379138000.00,0.504109822
Q1 2014,120,-0.17,1041916000.00,-0.244516502
Q2 2014,132,0.10,2093666200.00,1.009438573
Q3 2014,120,-0.09,1163625600.00,-0.444216275
Q4 2014,110,-0.08,2044630000.00,0.75712016
Q1 2015,129,0.17,1707077200.00,-0.165092364
Q2 2015,124,-0.04,2072766600.00,0.214219603
Q3 2015,121,-0.02,2062273200.00,-0.005062509
